uur,timestamp,image,temp,windbft,windkmh,windknp,windms,windrgr,windr,neersl,gr,stad,timestamp_api
05-05-2025 21:00,1746471600,zonnig,12,3,14,8,4,40,NO,0.0,0,Maastricht,05-05-25 08:24
05-05-2025 22:00,1746475200,bewolkt,11,3,14,8,4,32,NO,0.0,0,Maastricht,05-05-25 08:24
05-05-2025 23:00,1746478800,bewolkt,11,3,18,10,5,32,NO,0.0,0,Maastricht,05-05-25 08:24
06-05-2025 00:00,1746482400,bewolkt,11,3,18,10,5,33,NO,0.0,0,Maastricht,05-05-25 08:24
06-05-2025 01:00,1746486000,nachtbewolkt,11,3,18,10,5,39,NO,0.0,0,Maastricht,05-05-25 08:24
06-05-2025 02:00,1746489600,nachtbewolkt,10,3,14,8,4,31,NO,0.0,0,Maastricht,05-05-25 08:24
06-05-2025 03:00,1746493200,helderenacht,9,3,14,8,4,33,NO,0.0,0,Maastricht,05-05-25 08:24
06-05-2025 04:00,1746496800,helderenacht,8,2,10,6,3,23,NO,0.0,0,Maastricht,05-05-25 08:24
06-05-2025 05:00,1746500400,bewolkt,8,2,10,6,3,18,NO,0.0,0,Maastricht,05-05-25 08:24
06-05-2025 06:00,1746504000,bewolkt,8,2,10,6,3,19,NO,0.0,28,Maastricht,05-05-25 08:24
06-05-2025 07:00,1746507600,bewolkt,8,3,14,8,4,25,NO,0.0,72,Maastricht,05-05-25 08:24
05-05-2025 08:00,1746424800,zonnig,9,2,10,6,3,351,N,0.0,266,Vlissingen,05-05-25 08:24
05-05-2025 09:00,1746428400,lichtbewolkt,10,3,14,8,4,33,NO,0.0,463,Vlissingen,05-05-25 08:24
05-05-2025 10:00,1746432000,bewolkt,11,3,18,10,5,39,NO,0.0,443,Vlissingen,05-05-25 08:24
05-05-2025 11:00,1746435600,bewolkt,12,3,18,10,5,47,NO,0.0,465,Vlissingen,05-05-25 08:24
05-05-2025 12:00,1746439200,bewolkt,12,4,21,12,6,43,NO,0.0,346,Vlissingen,05-05-25 08:24
05-05-2025 13:00,1746442800,regen,12,4,21,12,6,45,NO,0.1,166,Vlissingen,05-05-25 08:24
05-05-2025 14:00,1746446400,bewolkt,12,4,21,12,6,53,NO,0.0,413,Vlissingen,05-05-25 08:24
05-05-2025 15:00,1746450000,bewolkt,13,4,25,14,7,43,NO,0.0,388,Vlissingen,05-05-25 08:24
05-05-2025 16:00,1746453600,bewolkt,13,5,32,17,9,22,NO,0.0,247,Vlissingen,05-05-25 08:24
05-05-2025 17:00,1746457200,halfbewolkt,13,5,32,17,9,24,NO,0.0,396,Vlissingen,05-05-25 08:24
05-05-2025 18:00,1746460800,halfbewolkt,13,5,36,19,10,22,NO,0.0,302,Vlissingen,05-05-25 08:24
05-05-2025 19:00,1746464400,zonnig,13,5,32,17,9,21,NO,0.0,199,Vlissingen,05-05-25 08:24
05-05-2025 20:00,1746468000,zonnig,12,5,36,19,10,20,NO,0.0,66,Vlissingen,05-05-25 08:24
05-05-2025 21:00,1746471600,zonnig,12,5,32,17,9,22,NO,0.0,0,Vlissingen,05-05-25 08:24
05-05-2025 22:00,1746475200,helderenacht,12,5,28,16,8,31,NO,0.0,0,Vlissingen,05-05-25 08:24
05-05-2025 23:00,1746478800,helderenacht,11,4,25,14,7,36,NO,0.0,0,Vlissingen,05-05-25 08:24
06-05-2025 00:00,1746482400,bewolkt,11,4,25,14,7,36,NO,0.0,0,Vlissingen,05-05-25 08:24
06-05-2025 01:00,1746486000,bewolkt,11,4,25,14,7,41,NO,0.0,0,Vlissingen,05-05-25 08:24
06-05-2025 02:00,1746489600,bewolkt,11,4,25,14,7,40,NO,0.0,0,Vlissingen,05-05-25 08:24
06-05-2025 03:00,1746493200,bewolkt,11,4,25,14,7,37,NO,0.0,0,Vlissingen,05-05-25 08:24
06-05-2025 04:00,1746496800,bewolkt,11,4,25,14,7,34,NO,0.0,0,Vlissingen,05-05-25 08:24
06-05-2025 05:00,1746500400,helderenacht,10,4,21,12,6,40,NO,0.0,0,Vlissingen,05-05-25 08:24
06-05-2025 06:00,1746504000,helderenacht,10,3,18,10,5,43,NO,0.0,28,Vlissingen,05-05-25 08:24
06-05-2025 07:00,1746507600,zonnig,10,4,21,12,6,37,NO,0.0,144,Vlissingen,05-05-25 08:24
05-05-2025 08:00,1746424800,bewolkt,9,3,18,10,5,51,NO,0.0,205,Leeuwarden,05-05-25 08:24
05-05-2025 09:00,1746428400,zonnig,10,4,21,12,6,51,NO,0.0,427,Leeuwarden,05-05-25 08:24
05-05-2025 10:00,1746432000,halfbewolkt,11,4,25,14,7,55,NO,0.0,596,Leeuwarden,05-05-25 08:24
05-05-2025 11:00,1746435600,halfbewolkt,12,4,21,12,6,49,NO,0.0,679,Leeuwarden,05-05-25 08:24
05-05-2025 12:00,1746439200,halfbewolkt,13,4,21,12,6,45,NO,0.0,717,Leeuwarden,05-05-25 08:24
05-05-2025 13:00,1746442800,halfbewolkt,13,4,25,14,7,40,NO,0.0,698,Leeuwarden,05-05-25 08:24
05-05-2025 14:00,1746446400,halfbewolkt,13,4,25,14,7,32,NO,0.0,701,Leeuwarden,05-05-25 08:24
05-05-2025 15:00,1746450000,zonnig,13,4,25,14,7,27,NO,0.0,726,Leeuwarden,05-05-25 08:24
05-05-2025 16:00,1746453600,zonnig,13,4,21,12,6,27,NO,0.0,648,Leeuwarden,05-05-25 08:24
05-05-2025 17:00,1746457200,zonnig,13,4,21,12,6,27,NO,0.0,510,Leeuwarden,05-05-25 08:24
05-05-2025 18:00,1746460800,zonnig,12,4,21,12,6,26,NO,0.0,355,Leeuwarden,05-05-25 08:24
05-05-2025 19:00,1746464400,zonnig,11,4,21,12,6,30,NO,0.0,197,Leeuwarden,05-05-25 08:24
05-05-2025 20:00,1746468000,zonnig,10,3,14,8,4,32,NO,0.0,61,Leeuwarden,05-05-25 08:24
05-05-2025 21:00,1746471600,zonnig,9,2,10,6,3,25,NO,0.0,0,Leeuwarden,05-05-25 08:24
05-05-2025 22:00,1746475200,helderenacht,8,2,7,4,2,14,NO,0.0,0,Leeuwarden,05-05-25 08:24
05-05-2025 23:00,1746478800,helderenacht,7,2,7,4,2,2,N,0.0,0,Leeuwarden,05-05-25 08:24
06-05-2025 00:00,1746482400,helderenacht,6,2,10,6,3,9,N,0.0,0,Leeuwarden,05-05-25 08:24
06-05-2025 01:00,1746486000,helderenacht,6,2,10,6,3,13,NO,0.0,0,Leeuwarden,05-05-25 08:24
06-05-2025 02:00,1746489600,helderenacht,5,2,10,6,3,6,N,0.0,0,Leeuwarden,05-05-25 08:24
06-05-2025 03:00,1746493200,helderenacht,5,2,10,6,3,3,N,0.0,0,Leeuwarden,05-05-25 08:24
06-05-2025 04:00,1746496800,helderenacht,5,2,10,6,3,5,N,0.0,0,Leeuwarden,05-05-25 08:24
06-05-2025 05:00,1746500400,nachtbewolkt,5,2,7,4,2,4,N,0.0,0,Leeuwarden,05-05-25 08:24
06-05-2025 06:00,1746504000,bewolkt,5,1,3,2,1,253,ZW,0.0,30,Leeuwarden,05-05-25 08:24
06-05-2025 07:00,1746507600,regen,5,1,3,2,1,269,W,0.1,30,Leeuwarden,05-05-25 08:24
05-05-2025 08:00,1746424800,bewolkt,9,3,18,10,5,42,NO,0.0,175,Groningen,05-05-25 08:24
05-05-2025 09:00,1746428400,zonnig,10,3,18,10,5,45,NO,0.0,402,Groningen,05-05-25 08:24
05-05-2025 10:00,1746432000,halfbewolkt,11,3,18,10,5,47,NO,0.0,601,Groningen,05-05-25 08:24
05-05-2025 11:00,1746435600,bewolkt,12,3,18,10,5,54,NO,0.0,643,Groningen,05-05-25 08:24
05-05-2025 12:00,1746439200,halfbewolkt,12,3,18,10,5,49,NO,0.0,712,Groningen,05-05-25 08:24
05-05-2025 13:00,1746442800,halfbewolkt,13,3,18,10,5,33,NO,0.0,684,Groningen,05-05-25 08:24
05-05-2025 14:00,1746446400,halfbewolkt,13,3,18,10,5,21,NO,0.0,698,Groningen,05-05-25 08:24
05-05-2025 15:00,1746450000,lichtbewolkt,13,4,21,12,6,23,NO,0.0,679,Groningen,05-05-25 08:24
05-05-2025 16:00,1746453600,lichtbewolkt,13,4,21,12,6,24,NO,0.0,618,Groningen,05-05-25 08:24
05-05-2025 17:00,1746457200,zonnig,13,4,21,12,6,26,NO,0.0,485,Groningen,05-05-25 08:24
05-05-2025 18:00,1746460800,zonnig,12,4,21,12,6,25,NO,0.0,341,Groningen,05-05-25 08:24
05-05-2025 19:00,1746464400,zonnig,11,3,18,10,5,25,NO,0.0,183,Groningen,05-05-25 08:24
05-05-2025 20:00,1746468000,zonnig,10,3,14,8,4,21,NO,0.0,53,Groningen,05-05-25 08:24
05-05-2025 21:00,1746471600,zonnig,9,2,10,6,3,15,NO,0.0,0,Groningen,05-05-25 08:24
05-05-2025 22:00,1746475200,helderenacht,8,2,10,6,3,10,N,0.0,0,Groningen,05-05-25 08:24
05-05-2025 23:00,1746478800,helderenacht,7,2,7,4,2,8,N,0.0,0,Groningen,05-05-25 08:24
06-05-2025 00:00,1746482400,helderenacht,6,2,10,6,3,13,NO,0.0,0,Groningen,05-05-25 08:24
06-05-2025 01:00,1746486000,helderenacht,5,2,10,6,3,12,NO,0.0,0,Groningen,05-05-25 08:24
06-05-2025 02:00,1746489600,helderenacht,5,2,10,6,3,5,N,0.0,0,Groningen,05-05-25 08:24
06-05-2025 03:00,1746493200,helderenacht,5,2,10,6,3,2,N,0.0,0,Groningen,05-05-25 08:24
06-05-2025 04:00,1746496800,helderenacht,5,2,10,6,3,358,N,0.0,0,Groningen,05-05-25 08:24
06-05-2025 05:00,1746500400,helderenacht,4,1,3,2,1,272,W,0.0,0,Groningen,05-05-25 08:24
06-05-2025 06:00,1746504000,halfbewolkt,3,2,7,4,2,260,W,0.0,50,Groningen,05-05-25 08:24
06-05-2025 07:00,1746507600,bewolkt,5,1,3,2,1,283,W,0.0,163,Groningen,05-05-25 08:24
